cas_entry,pdb_id,pdb_path,pdb_dir,is_overlap
cas0024,6ALD,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0024\6ald\6ald.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0024\6ald,False
cas0025,1AON,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1aon\1aon.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1aon,False
cas0025,1GR5,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1gr5\1gr5.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1gr5,False
cas0025,1GRL,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1grl\1grl.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1grl,False
cas0025,1GRU,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1gru\1gru.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1gru,False
cas0025,1KP8,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1kp8\1kp8.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1kp8,False
cas0025,1MNF,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1mnf\1mnf.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1mnf,False
cas0025,1OEL,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1oel\1oel.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1oel,False
cas0025,1PCQ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1pcq\1pcq.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1pcq,True
cas0025,1PF9,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1pf9\1pf9.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1pf9,False
cas0025,1SS8,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1ss8\1ss8.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1ss8,False
cas0025,1SVT,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1svt\1svt.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1svt,True
cas0025,1SX3,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1sx3\1sx3.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1sx3,False
cas0025,1SX4,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1sx4\1sx4.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1sx4,False
cas0025,1XCK,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1xck\1xck.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\1xck,False
cas0025,2C7C,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\2c7c\2c7c.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\2c7c,False
cas0025,2C7D,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\2c7d\2c7d.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\2c7d,False
cas0025,2C7E,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\2c7e\2c7e.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\2c7e,True
cas0025,2CGT,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\2cgt\2cgt.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\2cgt,False
cas0025,2EU1,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\2eu1\2eu1.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\2eu1,False
cas0025,2NWC,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\2nwc\2nwc.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\2nwc,False
cas0025,2YEY,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\2yey\2yey.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\2yey,False
cas0025,2YNJ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\2ynj\2ynj.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\2ynj,False
cas0025,3C9V,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\3c9v\3c9v.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\3c9v,False
cas0025,3CAU,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\3cau\3cau.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\3cau,False
cas0025,3E76,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\3e76\3e76.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\3e76,False
cas0025,3WVL,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\3wvl\3wvl.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\3wvl,False
cas0025,3ZPZ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\3zpz\3zpz.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\3zpz,False
cas0025,3ZQ0,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\3zq0\3zq0.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\3zq0,False
cas0025,3ZQ1,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\3zq1\3zq1.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\3zq1,False
cas0025,4AAQ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4aaq\4aaq.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4aaq,True
cas0025,4AAR,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4aar\4aar.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4aar,True
cas0025,4AAS,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4aas\4aas.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4aas,True
cas0025,4AAU,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4aau\4aau.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4aau,True
cas0025,4AB2,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4ab2\4ab2.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4ab2,True
cas0025,4AB3,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4ab3\4ab3.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4ab3,True
cas0025,4HEL,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4hel\4hel.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4hel,False
cas0025,4KI8,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4ki8\4ki8.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4ki8,False
cas0025,4PKN,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4pkn\4pkn.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4pkn,True
cas0025,4PKO,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4pko\4pko.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4pko,True
cas0025,4WGL,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4wgl\4wgl.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4wgl,False
cas0025,4WSC,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4wsc\4wsc.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\4wsc,False
cas0025,5W0S,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\5w0s\5w0s.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0025\5w0s,False
cas0026,2A8C,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\2a8c\2a8c.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\2a8c,False
cas0026,2A8D,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\2a8d\2a8d.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\2a8d,False
cas0026,3E1V,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e1v\3e1v.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e1v,False
cas0026,3E1W,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e1w\3e1w.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e1w,False
cas0026,3E24,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e24\3e24.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e24,False
cas0026,3E28,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e28\3e28.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e28,False
cas0026,3E2A,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e2a\3e2a.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e2a,True
cas0026,3E2W,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e2w\3e2w.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e2w,True
cas0026,3E2X,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e2x\3e2x.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e2x,False
cas0026,3E31,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e31\3e31.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e31,False
cas0026,3E3F,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e3f\3e3f.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e3f,True
cas0026,3E3G,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e3g\3e3g.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e3g,False
cas0026,3E3I,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e3i\3e3i.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3e3i,True
cas0026,3MF3,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3mf3\3mf3.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\3mf3,False
cas0026,4WAJ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\4waj\4waj.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\4waj,False
cas0026,4WAK,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\4wak\4wak.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\4wak,False
cas0026,4WAM,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\4wam\4wam.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0026\4wam,False
cas0027,1CZA,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0027\1cza\1cza.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0027\1cza,True
cas0027,1DGK,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0027\1dgk\1dgk.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0027\1dgk,False
cas0027,1HKB,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0027\1hkb\1hkb.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0027\1hkb,True
cas0027,1HKC,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0027\1hkc\1hkc.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0027\1hkc,False
cas0027,1QHA,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0027\1qha\1qha.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0027\1qha,True
cas0027,4F9O,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0027\4f9o\4f9o.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0027\4f9o,False
cas0027,4FOE,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0027\4foe\4foe.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0027\4foe,False
cas0027,4FOI,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0027\4foi\4foi.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0027\4foi,False
cas0027,4FPA,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0027\4fpa\4fpa.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0027\4fpa,False
cas0027,4FPB,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0027\4fpb\4fpb.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0027\4fpb,False
cas0028,1LLD,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0028\1lld\1lld.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0028\1lld,False
cas0028,1LTH,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0028\1lth\1lth.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0028\1lth,True
cas0029,1LDB,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0029\1ldb\1ldb.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0029\1ldb,False
cas0029,1LDN,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0029\1ldn\1ldn.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0029\1ldn,True
cas0029,2LDB,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0029\2ldb\2ldb.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0029\2ldb,True
cas0030,2HIM,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0030\2him\2him.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0030\2him,True
cas0030,2P2D,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0030\2p2d\2p2d.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0030\2p2d,False
cas0030,2P2N,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0030\2p2n\2p2n.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0030\2p2n,True
cas0031,1DO8,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0031\1do8\1do8.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0031\1do8,False
cas0031,1EFK,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0031\1efk\1efk.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0031\1efk,False
cas0031,1EFL,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0031\1efl\1efl.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0031\1efl,False
cas0031,1GZ3,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0031\1gz3\1gz3.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0031\1gz3,True
cas0031,1GZ4,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0031\1gz4\1gz4.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0031\1gz4,True
cas0031,1PJ2,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0031\1pj2\1pj2.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0031\1pj2,True
cas0031,1PJ3,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0031\1pj3\1pj3.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0031\1pj3,True
cas0031,1PJ4,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0031\1pj4\1pj4.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0031\1pj4,True
cas0031,1PJL,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0031\1pjl\1pjl.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0031\1pjl,False
cas0031,1QR6,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0031\1qr6\1qr6.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0031\1qr6,False
cas0032,1OE9,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\1oe9\1oe9.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\1oe9,False
cas0032,1W7I,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\1w7i\1w7i.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\1w7i,False
cas0032,1W7J,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\1w7j\1w7j.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\1w7j,False
cas0032,2BKH,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\2bkh\2bkh.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\2bkh,False
cas0032,2BKI,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\2bki\2bki.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\2bki,False
cas0032,2DFS,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\2dfs\2dfs.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\2dfs,False
cas0032,2VAS,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\2vas\2vas.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\2vas,False
cas0032,2VB6,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\2vb6\2vb6.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\2vb6,False
cas0032,2X51,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\2x51\2x51.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\2x51,False
cas0032,4ANJ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\4anj\4anj.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\4anj,False
cas0032,4BYF,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\4byf\4byf.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\4byf,False
cas0032,4DBP,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\4dbp\4dbp.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\4dbp,False
cas0032,4L79,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\4l79\4l79.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\4l79,False
cas0032,4PJJ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\4pjj\4pjj.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\4pjj,False
cas0032,4ZLK,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\4zlk\4zlk.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\4zlk,False
cas0032,5I0I,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\5i0i\5i0i.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0032\5i0i,False
cas0033,1D6S,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0033\1d6s\1d6s.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0033\1d6s,False
cas0033,1FCJ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0033\1fcj\1fcj.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0033\1fcj,True
cas0033,1OAS,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0033\1oas\1oas.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0033\1oas,False
cas0033,5J43,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0033\5j43\5j43.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0033\5j43,False
cas0033,5J5V,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0033\5j5v\5j5v.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0033\5j5v,False
cas0034,1DXH,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0034\1dxh\1dxh.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0034\1dxh,False
cas0034,1ORT,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0034\1ort\1ort.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0034\1ort,False
cas0035,1PHZ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0035\1phz\1phz.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0035\1phz,False
cas0035,2PHM,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0035\2phm\2phm.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0035\2phm,False
cas0035,5DEN,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0035\5den\5den.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0035\5den,False
cas0035,5EGQ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0035\5egq\5egq.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0035\5egq,False
cas0035,5FGJ,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0035\5fgj\5fgj.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0035\5fgj,False
cas0036,2NXW,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0036\2nxw\2nxw.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0036\2nxw,False
cas0036,2Q5J,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0036\2q5j\2q5j.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0036\2q5j,False
cas0036,2Q5L,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0036\2q5l\2q5l.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0036\2q5l,False
cas0036,2Q5O,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0036\2q5o\2q5o.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0036\2q5o,True
cas0036,2Q5Q,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0036\2q5q\2q5q.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0036\2q5q,True
cas0037,1FIY,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0037\1fiy\1fiy.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0037\1fiy,True
cas0037,1JQN,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0037\1jqn\1jqn.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0037\1jqn,True
cas0037,1QB4,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0037\1qb4\1qb4.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0037\1qb4,True
cas0038,3CQD,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0038\3cqd\3cqd.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0038\3cqd,True
cas0038,3N1C,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0038\3n1c\3n1c.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0038\3n1c,False
cas0038,3UMO,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0038\3umo\3umo.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0038\3umo,True
cas0038,3UMP,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0038\3ump\3ump.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0038\3ump,False
cas0038,3UQD,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0038\3uqd\3uqd.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0038\3uqd,False
cas0038,3UQE,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0038\3uqe\3uqe.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0038\3uqe,False
cas0039,1YGY,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0039\1ygy\1ygy.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0039\1ygy,False
cas0039,3DC2,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0039\3dc2\3dc2.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0039\3dc2,True
cas0039,3DDN,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0039\3ddn\3ddn.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0039\3ddn,False
cas0040,1PSD,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0040\1psd\1psd.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0040\1psd,True
cas0040,1SC6,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0040\1sc6\1sc6.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0040\1sc6,False
cas0040,1YBA,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0040\1yba\1yba.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0040\1yba,False
cas0040,2P9C,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0040\2p9c\2p9c.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0040\2p9c,True
cas0040,2P9E,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0040\2p9e\2p9e.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0040\2p9e,False
cas0040,2P9G,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0040\2p9g\2p9g.pdb,F:\research_plan\allosteric\data\raw\casbench\CASBench_Download\cas0040\2p9g,True
